consumer_id,observation_start,observation_end,primary_platform,region,device_type,source_count,ecommerce_events,marketing_events,search_platform_events,social_events,session_count,active_days,total_interactions,searches,unique_search_terms,product_views,product_clicks,add_to_cart,wishlist_adds,purchases,total_spend,average_order_value,product_diversity,category_diversity,recency_days,repeat_purchase_rate,engagement_events,content_views,content_likes,content_saves,content_shares,ad_impressions,ad_clicks,ad_ctr,email_opens,email_clicks,campaign_engagements,campaign_conversions,campaign_conversion_rate,search_frequency_per_day,engagement_frequency_per_day,repeat_search_rate,commercial_intent_score,cross_category_interactions,social_engagements,text_topic_events,interest_term_count,visual_events,visual_object_detections,fitness_score,wellness_score,technology_score,fashion_score,travel_score,learning_score,entertainment_score,food_score,home_score,finance_score,dominant_behavioral_domain,identity_orientation_ground_truth,identity_strength_ground_truth,emerging_identity_ground_truth,identity_change_score_ground_truth,future_need_category_ground_truth,future_purchase_probability_ground_truth,future_purchase_30d_ground_truth,future_purchase_value_ground_truth
C02591,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,38,17,31,13,28,16,99,18,11,40,23,8,2,3,808.01,269.34,10,5,13,0.725,24,25,9,1,1,20,1,0.05,2,1,11,1,0.0909,1.12,1.5,0.401,0.855,19,3,2,6,4,12,86.78,93.56,26.83,27.31,27.99,20.8,9.62,81.83,28.74,27.37,Wellness,Health-Conscious Lifestyle Adopter,77.6,Health-Conscious Lifestyle Adopter,0.0,Fitness & Wellness,0.6831,1,493.32
C02592,2026-05-01,2026-06-29,Search,Central,Mobile,3,15,7,1,10,9,9,33,7,4,12,7,3,1,1,379.36,379.36,10,5,1,0.0,13,2,2,0,1,35,2,0.0571,4,1,5,0,0.0,0.78,1.44,0.0,0.692,12,5,3,5,2,6,29.87,39.15,34.78,32.47,98.06,36.98,32.31,12.84,20.3,23.38,Travel,Travel & Adventure Explorer,81.3,Travel & Adventure Explorer,0.0,Travel & Experiences,0.3723,1,481.55
C02593,2026-05-01,2026-06-29,E-commerce,North,Desktop,3,27,9,4,7,8,2,47,9,5,17,9,3,1,1,264.65,264.65,7,3,5,0.0,12,10,2,1,0,31,1,0.0323,0,0,3,0,0.0,4.5,6.0,0.242,0.656,9,9,5,5,1,3,18.33,30.21,29.68,43.1,14.15,23.32,17.65,36.07,89.84,32.28,Home,Home & Lifestyle Optimizer,75.7,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.3769,1,414.29
C02594,2026-05-01,2026-06-29,E-commerce,South,Tablet,3,12,5,4,2,4,2,23,3,2,6,3,1,0,0,0.0,0.0,8,4,0,0.0,8,15,3,1,1,29,1,0.0345,1,0,4,0,0.0,1.5,4.0,0.0,0.582,6,3,2,7,3,9,91.43,74.49,37.79,29.35,14.94,16.88,14.34,64.16,31.1,27.75,Fitness,Health-Conscious Lifestyle Adopter,77.2,Health-Conscious Lifestyle Adopter,4.7,Fitness & Wellness,0.6522,1,282.12
C02595,2026-05-01,2026-06-29,Email,South,Mobile,4,19,5,11,10,16,7,45,10,6,31,16,5,1,2,417.89,208.94,7,4,1,0.533,11,13,5,2,2,17,1,0.0588,2,1,7,1,0.1429,1.43,1.57,0.275,0.899,13,3,2,6,0,0,34.84,34.46,19.84,21.2,94.58,31.71,39.67,32.34,32.42,31.97,Travel,Travel & Adventure Explorer,85.1,Travel & Adventure Explorer,2.2,Travel & Experiences,0.4326,1,321.61
C02596,2026-05-01,2026-06-29,Social,North,Desktop,3,35,7,12,10,11,5,64,14,8,20,11,4,0,1,211.62,211.62,12,5,4,0.0,14,17,5,1,1,49,3,0.0612,3,1,9,1,0.1111,2.8,2.8,0.139,0.676,20,5,3,6,4,13,24.15,18.25,94.36,22.93,18.97,67.97,25.76,32.32,19.53,41.43,Technology,Technology-Oriented Adopter,83.7,Technology-Oriented Adopter,2.4,Technology & Digital Tools,0.4237,0,0.0
C02597,2026-05-01,2026-06-29,E-commerce,East,Mobile,4,45,33,15,26,29,11,119,20,11,46,19,6,2,2,478.11,239.06,8,3,1,0.487,34,21,5,2,0,27,1,0.037,3,1,7,1,0.1429,1.82,3.09,0.672,0.71,8,3,2,4,1,3,58.71,53.8,26.74,38.63,14.2,20.85,28.94,65.96,74.82,28.13,Home,Home & Lifestyle Optimizer,74.3,Health-Conscious Lifestyle Adopter,51.6,Fitness & Wellness,0.4933,1,317.96
C02598,2026-05-01,2026-06-29,E-commerce,North,Desktop,4,46,21,6,10,13,4,83,23,13,31,17,7,2,2,277.48,138.74,8,3,7,0.457,18,16,4,1,1,51,3,0.0588,4,1,8,1,0.125,5.75,4.5,0.712,0.661,3,8,5,7,0,0,23.51,25.0,27.84,32.54,63.43,22.62,85.09,26.21,20.01,24.19,Entertainment,Entertainment & Social Experience Seeker,78.7,Travel & Adventure Explorer,33.5,Travel & Experiences,0.3703,0,0.0
C02599,2026-05-01,2026-06-29,Search,North,Mobile,3,114,38,8,25,22,10,185,30,17,57,22,8,2,2,516.41,258.2,8,4,2,0.51,35,40,8,4,2,18,1,0.0556,2,1,10,1,0.1,3.0,3.5,0.754,0.617,13,5,2,2,0,0,54.06,40.48,47.59,40.37,48.38,49.23,34.25,31.19,46.99,28.09,Fitness,Balanced Multi-Interest Consumer,69.4,Balanced Multi-Interest Consumer,6.8,Lifestyle & Personal Development,0.4282,1,404.48
C02600,2026-05-01,2026-06-29,E-commerce,South,Mobile,4,77,50,32,45,30,13,204,43,26,90,56,22,6,9,958.07,106.45,9,5,0,0.858,63,38,11,4,2,59,3,0.0508,9,3,17,2,0.1176,3.31,4.85,0.829,0.821,8,7,4,4,0,0,30.56,30.12,23.1,25.09,93.96,28.97,36.08,20.47,14.27,35.62,Travel,Travel & Adventure Explorer,83.6,Travel & Adventure Explorer,4.5,Travel & Experiences,0.3547,0,0.0
C02601,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,138,109,70,66,41,18,383,81,47,167,89,34,10,14,3534.21,252.44,12,4,3,0.949,116,70,18,9,4,51,2,0.0392,0,0,20,2,0.1,4.5,6.44,0.872,0.816,13,5,3,7,3,9,10.65,19.99,60.42,0.01,12.61,43.88,16.67,23.0,26.08,95.16,Finance,Finance-Aware Planner,89.6,Finance-Aware Planner,1.4,Finance & Planning,0.3289,0,0.0
C02602,2026-05-01,2026-06-29,Email,North,Mobile,3,12,6,5,4,6,2,27,12,7,4,2,1,0,0,0.0,0.0,7,4,4,0.0,6,5,1,0,0,50,2,0.04,6,2,5,0,0.0,6.0,3.0,0.41,0.315,3,4,2,5,0,0,22.48,36.04,44.9,22.14,24.93,71.15,33.96,27.01,38.77,37.81,Learning,Learning-Oriented Explorer,70.3,Balanced Multi-Interest Consumer,30.9,Lifestyle & Personal Development,0.36,0,0.0
C02603,2026-05-01,2026-06-29,Email,South,Desktop,4,248,118,15,76,56,16,457,81,47,172,83,25,5,8,978.93,122.37,13,4,2,0.92,112,83,18,9,4,71,4,0.0563,3,1,23,2,0.087,5.06,7.0,0.795,0.756,10,10,5,5,2,5,28.15,21.81,27.16,66.75,36.32,15.58,73.32,36.47,25.27,25.93,Entertainment,Entertainment & Social Experience Seeker,71.6,Fashion & Lifestyle Explorer,40.5,Fashion & Lifestyle,0.406,1,182.27
C02604,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,312,126,0,137,53,25,496,94,53,199,99,36,10,12,1682.92,140.24,13,3,40,0.816,137,91,25,12,6,37,2,0.0541,1,0,27,2,0.0741,3.76,5.48,0.834,0.724,8,9,5,5,3,9,20.21,23.87,44.51,39.92,19.18,30.94,17.49,38.01,97.04,32.35,Home,Home & Lifestyle Optimizer,75.3,Home & Lifestyle Optimizer,3.0,Home & Lifestyle,0.4075,0,0.0
C02605,2026-05-01,2026-06-29,Email,Central,Mobile,4,33,18,2,17,14,9,70,15,8,31,14,4,0,1,163.37,163.37,8,3,7,0.0,22,19,4,2,2,8,0,0.0,1,0,4,0,0.0,1.67,2.44,0.514,0.747,2,1,1,5,1,3,20.56,37.2,32.26,26.8,43.8,28.53,70.15,34.87,30.56,28.07,Entertainment,Entertainment & Social Experience Seeker,79.7,Balanced Multi-Interest Consumer,33.8,Lifestyle & Personal Development,0.3892,0,0.0
C02606,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,17,7,6,6,9,6,36,11,6,23,14,5,1,2,304.4,152.2,10,3,30,0.471,6,6,2,3,0,27,1,0.037,3,1,4,0,0.0,1.83,1.0,0.153,0.859,8,5,3,5,1,3,18.34,13.78,33.01,48.41,46.27,21.43,92.96,27.55,25.22,4.78,Entertainment,Entertainment & Social Experience Seeker,80.0,Entertainment & Social Experience Seeker,0.8,Entertainment & Experiences,0.3922,0,0.0
C02607,2026-05-01,2026-06-29,Search,West,Mobile,3,67,19,2,17,24,13,105,19,11,41,25,10,1,3,362.4,120.8,12,4,12,0.667,36,27,9,3,0,30,2,0.0667,2,1,12,1,0.0833,1.46,2.77,0.398,0.834,10,5,3,7,1,3,26.81,27.88,23.63,51.86,27.26,25.32,22.96,47.74,99.0,32.43,Home,Home & Lifestyle Optimizer,80.3,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.381,1,192.15
C02608,2026-05-01,2026-06-29,Social,West,Desktop,2,119,50,114,33,35,23,316,63,37,128,65,26,4,10,2026.3,202.63,12,4,1,0.942,93,57,16,7,2,117,7,0.0598,7,2,25,2,0.08,2.74,4.04,0.756,0.749,15,20,12,6,0,0,21.93,28.03,30.27,21.11,2.7,92.4,34.79,28.91,20.35,42.07,Learning,Learning-Oriented Explorer,82.8,Learning-Oriented Explorer,0.3,Learning & Education,0.4224,1,368.26
C02609,2026-05-01,2026-06-29,Social,North,Mobile,4,97,19,26,27,34,16,169,33,20,71,37,13,3,5,1130.77,226.15,9,5,2,0.873,45,31,9,5,1,27,1,0.037,6,2,12,1,0.0833,2.06,2.81,0.723,0.757,6,4,2,7,1,3,31.0,28.85,13.3,49.61,21.55,28.07,13.64,45.82,100.0,44.74,Home,Home & Lifestyle Optimizer,84.0,Home & Lifestyle Optimizer,5.5,Home & Lifestyle,0.4256,0,0.0
C02610,2026-05-01,2026-06-29,E-commerce,East,Tablet,3,15,5,0,7,6,3,24,10,6,13,7,3,1,1,155.1,155.1,9,3,27,0.0,6,9,1,2,0,20,1,0.05,2,1,3,0,0.0,3.33,2.0,0.178,0.602,9,0,0,6,1,3,15.69,26.11,50.49,20.41,21.91,49.43,27.59,18.77,25.23,87.91,Finance,Finance-Aware Planner,84.5,Finance-Aware Planner,1.9,Finance & Planning,0.3648,0,0.0
C02611,2026-05-01,2026-06-29,E-commerce,North,Desktop,4,195,78,25,102,43,14,400,64,38,145,52,13,2,4,531.61,132.9,10,5,19,0.723,84,80,16,6,3,49,1,0.0204,3,1,18,1,0.0556,4.57,6.0,0.86,0.644,8,3,1,4,3,7,50.22,51.37,45.12,38.29,45.48,41.52,47.07,41.34,42.82,37.56,Wellness,Balanced Multi-Interest Consumer,67.4,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.3761,0,0.0
C02612,2026-05-01,2026-06-29,E-commerce,West,Tablet,2,99,35,70,54,51,24,258,48,30,89,35,11,3,3,619.49,206.5,9,6,7,0.668,65,50,10,6,2,47,2,0.0426,2,1,13,1,0.0769,2.0,2.71,0.803,0.618,7,2,1,3,1,2,53.16,40.61,59.32,36.86,44.02,41.94,37.58,32.55,40.02,29.25,Technology,Balanced Multi-Interest Consumer,73.2,Balanced Multi-Interest Consumer,4.7,Lifestyle & Personal Development,0.46,0,0.0
C02613,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,188,43,0,87,30,13,314,64,38,124,76,26,7,9,1572.66,174.74,13,5,5,0.875,87,58,16,8,4,41,2,0.0488,9,3,21,2,0.0952,4.92,6.69,0.724,0.856,16,25,15,6,0,0,21.82,26.99,96.77,17.5,18.31,47.07,28.29,30.47,33.19,50.14,Technology,Technology-Oriented Adopter,76.5,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.4009,1,158.02
C02614,2026-05-01,2026-06-29,Email,West,Mobile,3,51,11,8,17,14,2,87,17,10,30,13,4,1,1,92.61,92.61,4,4,6,0.0,19,14,5,1,1,9,0,0.0,5,1,6,0,0.0,8.5,9.5,0.768,0.58,3,4,2,3,2,5,38.13,56.0,31.39,30.6,16.44,10.83,22.0,73.06,64.14,27.32,Food,Home & Lifestyle Optimizer,67.6,Food & Wellness Explorer,41.6,Food & Nutrition,0.3888,1,203.89
C02615,2026-05-01,2026-06-29,E-commerce,East,Desktop,2,6,1,2,3,8,3,12,5,3,5,3,1,0,0,0.0,0.0,8,3,28,0.0,8,3,2,1,0,24,1,0.0417,1,0,3,0,0.0,1.67,2.67,0.0,0.511,4,1,1,8,1,3,19.07,25.1,100.0,17.47,9.91,48.25,42.32,35.07,32.27,50.83,Technology,Technology-Oriented Adopter,82.6,Technology-Oriented Adopter,0.5,Technology & Digital Tools,0.3933,0,0.0
C02616,2026-05-01,2026-06-29,Email,South,Mobile,3,95,38,0,22,44,23,153,31,18,64,38,14,2,5,855.55,171.11,10,4,1,0.779,39,24,8,3,2,40,2,0.05,4,1,11,1,0.0909,1.35,1.7,0.695,0.91,11,3,2,4,1,3,59.93,71.56,34.23,34.04,24.91,22.13,22.61,90.05,41.37,23.63,Food,Food & Wellness Explorer,78.3,Food & Wellness Explorer,1.2,Food & Nutrition,0.3857,0,0.0
C02617,2026-05-01,2026-06-29,E-commerce,North,Mobile,4,65,34,0,35,25,5,129,17,10,41,17,6,0,2,422.16,211.08,7,3,15,0.541,25,33,5,0,1,57,2,0.0351,4,1,8,0,0.0,3.4,5.0,0.633,0.688,2,2,1,3,2,4,49.74,46.68,38.53,46.81,32.59,42.47,33.72,45.2,39.48,28.34,Fitness,Balanced Multi-Interest Consumer,63.3,Balanced Multi-Interest Consumer,2.7,Lifestyle & Personal Development,0.3565,0,0.0
C02618,2026-05-01,2026-06-29,Social,North,Mobile,4,60,32,56,18,32,13,166,38,23,69,33,10,1,3,577.27,192.42,8,5,9,0.698,40,36,7,5,2,28,1,0.0357,3,1,9,1,0.1111,2.92,3.08,0.779,0.726,9,6,3,4,0,0,65.38,87.41,32.5,31.59,31.92,20.78,19.41,83.78,36.77,31.01,Wellness,Health-Conscious Lifestyle Adopter,80.0,Food & Wellness Explorer,23.0,Food & Nutrition,0.3827,0,0.0
C02619,2026-05-01,2026-06-29,Search,North,Desktop,4,74,12,19,14,14,8,119,28,16,54,32,12,3,4,482.54,120.64,12,4,5,0.82,37,24,6,1,1,61,3,0.0492,3,1,10,1,0.1,3.5,4.62,0.523,0.743,4,11,7,6,0,0,52.12,75.9,28.96,22.89,23.91,27.27,21.02,97.56,43.59,16.3,Food,Food & Wellness Explorer,82.3,Food & Wellness Explorer,0.0,Food & Nutrition,0.3622,0,0.0
C02620,2026-05-01,2026-06-29,Social,North,Mobile,4,153,53,27,56,40,14,289,56,34,115,48,16,3,5,956.08,191.22,9,5,10,0.723,76,62,15,8,3,12,1,0.0833,3,1,17,1,0.0588,4.0,5.43,0.825,0.647,7,5,3,4,0,0,79.51,61.22,36.05,35.79,27.69,35.4,30.51,55.61,31.92,27.86,Fitness,Balanced Multi-Interest Consumer,80.8,Health-Conscious Lifestyle Adopter,43.5,Fitness & Wellness,0.6079,0,0.0
C02621,2026-05-01,2026-06-29,E-commerce,South,Mobile,4,170,43,15,38,26,13,266,54,31,112,54,21,2,6,1164.78,194.13,12,4,15,0.801,69,43,10,4,3,57,3,0.0526,9,3,16,1,0.0625,4.15,5.31,0.745,0.696,6,11,6,3,0,0,24.55,21.27,63.06,16.94,11.13,41.04,18.31,17.94,25.49,91.56,Finance,Finance-Aware Planner,79.6,Finance-Aware Planner,2.9,Finance & Planning,0.3368,1,210.22
C02622,2026-05-01,2026-06-29,E-commerce,North,Desktop,2,167,41,43,59,36,17,310,70,39,136,75,30,5,11,3055.76,277.8,10,3,10,0.868,92,57,18,8,3,43,2,0.0465,4,1,21,2,0.0952,4.12,5.41,0.837,0.798,7,1,1,6,5,16,31.22,29.3,27.24,10.69,98.45,34.9,27.79,27.15,18.99,20.27,Travel,Travel & Adventure Explorer,77.4,Travel & Adventure Explorer,8.5,Travel & Experiences,0.3557,0,0.0
C02623,2026-05-01,2026-06-29,E-commerce,West,Mobile,4,43,27,13,10,17,15,93,19,11,43,22,9,1,3,451.82,150.61,11,4,4,0.61,29,18,5,3,1,27,1,0.037,6,2,8,1,0.125,1.27,1.93,0.407,0.825,15,2,1,6,4,13,16.75,27.41,98.18,21.08,21.77,55.11,25.31,25.23,21.35,38.95,Technology,Technology-Oriented Adopter,79.5,Technology-Oriented Adopter,0.0,Technology & Digital Tools,0.3879,1,208.88
C02624,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,24,14,7,6,13,2,51,12,7,23,10,3,0,1,140.26,140.26,9,5,9,0.0,13,11,2,1,0,21,1,0.0476,2,1,4,0,0.0,6.0,6.5,0.189,0.618,13,5,2,5,0,0,42.56,27.7,57.24,30.82,36.03,53.25,35.37,31.91,37.65,37.98,Technology,Balanced Multi-Interest Consumer,71.1,Technology-Oriented Adopter,25.6,Technology & Digital Tools,0.3991,0,0.0
C02625,2026-05-01,2026-06-29,Social,Central,Mobile,3,19,11,14,10,8,12,54,9,5,12,5,1,0,0,0.0,0.0,8,5,4,0.0,12,18,1,1,0,104,3,0.0288,5,1,5,0,0.0,0.75,1.0,0.097,0.529,16,3,1,4,1,2,43.56,49.58,38.49,42.32,37.82,56.88,34.08,39.2,49.45,45.96,Learning,Balanced Multi-Interest Consumer,67.7,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.38,0,0.0
C02626,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,111,26,3,47,34,20,187,30,17,72,35,13,3,4,616.34,154.08,11,4,17,0.707,53,35,12,3,3,31,2,0.0645,7,2,16,1,0.0625,1.5,2.65,0.605,0.857,12,7,4,5,1,3,25.7,36.74,32.59,49.93,26.17,31.6,14.38,37.15,94.58,28.05,Home,Home & Lifestyle Optimizer,76.1,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.4016,0,0.0
C02627,2026-05-01,2026-06-29,E-commerce,North,Mobile,3,100,42,9,20,18,24,171,24,14,62,27,9,2,2,285.99,143.0,9,4,2,0.467,33,35,9,2,1,32,1,0.0312,5,1,11,1,0.0909,1.0,1.38,0.679,0.685,3,10,5,4,0,0,56.4,39.3,43.68,35.17,35.71,49.32,44.59,53.99,44.73,39.92,Fitness,Balanced Multi-Interest Consumer,68.9,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.503,0,0.0
C02628,2026-05-01,2026-06-29,Social,North,Mobile,2,88,35,0,29,15,8,135,26,15,51,25,8,1,3,873.51,291.17,11,4,1,0.663,32,28,7,3,1,7,0,0.0,5,2,9,1,0.1111,3.25,4.0,0.555,0.732,9,6,3,6,3,9,88.09,79.23,41.07,25.34,18.53,15.96,14.75,75.76,32.16,32.32,Fitness,Health-Conscious Lifestyle Adopter,73.2,Health-Conscious Lifestyle Adopter,2.8,Fitness & Wellness,0.6864,1,459.27
C02629,2026-05-01,2026-06-29,E-commerce,Central,Desktop,3,9,3,0,4,6,6,16,3,2,1,1,0,0,0,0.0,0.0,7,4,4,0.0,5,3,1,1,1,5,0,0.0,2,1,2,0,0.0,0.5,0.83,0.0,0.324,12,3,2,7,0,0,62.1,81.61,20.86,25.15,23.89,26.16,32.68,100.0,38.91,22.23,Food,Food & Wellness Explorer,79.9,Food & Wellness Explorer,0.0,Food & Nutrition,0.3423,0,0.0
C02630,2026-05-01,2026-06-29,Social,North,Desktop,3,44,10,19,9,13,3,82,12,7,33,16,5,1,1,246.82,246.82,9,4,11,0.0,25,11,6,1,0,62,3,0.0484,7,2,11,1,0.0909,4.0,8.33,0.264,0.862,9,8,4,3,0,0,85.49,86.52,23.05,22.32,25.93,12.77,4.17,80.4,35.76,29.57,Wellness,Health-Conscious Lifestyle Adopter,79.7,Health-Conscious Lifestyle Adopter,0.0,Fitness & Wellness,0.6453,0,0.0
C02631,2026-05-01,2026-06-29,E-commerce,West,Tablet,3,55,30,24,33,24,13,142,22,13,49,22,7,2,2,274.43,137.22,6,5,10,0.559,30,30,7,2,1,34,1,0.0294,1,0,8,1,0.125,1.69,2.31,0.762,0.736,19,4,2,2,0,0,41.23,44.58,42.42,46.36,36.75,55.33,40.5,45.38,53.06,48.49,Learning,Balanced Multi-Interest Consumer,73.9,Balanced Multi-Interest Consumer,4.2,Lifestyle & Personal Development,0.496,0,0.0
C02632,2026-05-01,2026-06-29,Search,West,Mobile,3,128,76,0,75,36,17,274,58,34,117,67,26,6,10,1065.59,106.56,13,4,14,0.943,83,60,17,7,3,31,2,0.0645,3,1,20,2,0.1,3.41,4.88,0.761,0.808,3,7,4,7,1,3,46.97,73.82,26.52,26.92,18.57,20.57,32.04,98.73,47.56,21.85,Food,Food & Wellness Explorer,77.8,Food & Wellness Explorer,0.0,Food & Nutrition,0.3824,0,0.0
C02633,2026-05-01,2026-06-29,E-commerce,East,Mobile,2,513,187,0,167,90,32,797,128,72,271,102,24,4,7,1736.17,248.02,10,3,4,0.843,168,149,30,13,5,152,5,0.0329,7,2,37,2,0.0541,4.0,5.25,0.931,0.717,9,7,3,4,2,4,50.7,37.08,52.93,38.9,40.32,45.1,37.6,28.54,32.29,38.57,Technology,Balanced Multi-Interest Consumer,69.9,Balanced Multi-Interest Consumer,0.0,Lifestyle & Personal Development,0.3762,1,292.44
C02634,2026-05-01,2026-06-29,E-commerce,East,Desktop,3,355,107,281,177,79,28,920,175,102,366,191,55,14,19,3740.58,196.87,12,4,7,0.995,249,178,46,21,10,31,2,0.0645,3,1,49,4,0.0816,6.25,8.89,0.92,0.772,7,6,3,5,1,3,18.73,35.58,30.19,42.68,22.44,23.9,27.62,52.26,91.26,36.93,Home,Home & Lifestyle Optimizer,74.5,Home & Lifestyle Optimizer,0.0,Home & Lifestyle,0.3887,0,0.0
C02635,2026-05-01,2026-06-29,Social,West,Tablet,3,63,43,25,36,37,17,167,33,20,71,41,17,4,6,975.89,162.65,11,5,5,0.852,48,36,12,6,2,29,1,0.0345,3,1,14,1,0.0714,1.94,2.82,0.619,0.823,19,4,2,7,1,3,97.83,95.34,29.48,30.39,16.56,20.7,8.58,64.41,35.93,25.14,Fitness,Health-Conscious Lifestyle Adopter,84.6,Health-Conscious Lifestyle Adopter,1.3,Fitness & Wellness,0.7087,1,301.24
C02636,2026-05-01,2026-06-29,Search,East,Mobile,2,67,34,33,38,38,21,172,26,15,61,25,8,1,2,322.51,161.26,6,4,13,0.487,38,38,10,3,1,37,1,0.027,0,0,11,1,0.0909,1.24,1.81,0.745,0.735,9,5,2,6,1,2,53.92,59.8,31.99,20.75,12.62,33.95,18.14,50.58,35.58,63.65,Finance,Health-Conscious Lifestyle Adopter,75.7,Finance-Aware Planner,57.3,Finance & Planning,0.3403,0,0.0
C02637,2026-05-01,2026-06-29,Search,East,Mobile,3,27,15,3,10,17,11,55,13,7,24,12,4,1,1,267.01,267.01,7,2,11,0.0,19,9,3,0,1,14,1,0.0714,3,1,5,0,0.0,1.18,1.73,0.455,0.641,4,4,2,5,5,15,37.75,32.9,20.96,21.07,89.88,30.57,24.74,29.63,15.22,40.85,Travel,Travel & Adventure Explorer,78.2,Travel & Adventure Explorer,3.8,Travel & Experiences,0.3997,1,399.76
C02638,2026-05-01,2026-06-29,E-commerce,South,Mobile,3,38,8,6,11,11,8,63,17,10,22,12,5,1,1,250.37,250.37,10,4,51,0.0,19,10,6,0,1,53,3,0.0566,7,2,11,1,0.0909,2.12,2.38,0.399,0.577,4,9,5,7,0,0,21.4,15.9,26.78,35.74,51.69,12.73,100.0,29.13,16.05,30.96,Entertainment,Entertainment & Social Experience Seeker,82.2,Entertainment & Social Experience Seeker,4.3,Entertainment & Experiences,0.2747,0,0.0
C02639,2026-05-01,2026-06-29,E-commerce,East,Mobile,3,419,130,33,167,62,27,749,132,74,282,121,30,3,9,1579.92,175.55,9,3,7,0.923,170,136,26,12,6,48,2,0.0417,0,0,28,2,0.0714,4.89,6.3,0.933,0.66,10,9,4,4,0,0,24.1,32.94,61.67,26.7,29.3,53.8,35.42,22.6,38.7,40.8,Technology,Technology-Oriented Adopter,73.2,Balanced Multi-Interest Consumer,30.9,Lifestyle & Personal Development,0.5129,1,319.99
C02640,2026-05-01,2026-06-29,Social,North,Desktop,4,106,28,47,47,18,16,228,48,28,96,49,20,5,7,1736.13,248.02,11,4,5,0.841,61,37,10,4,2,56,3,0.0536,5,2,15,1,0.0667,3.0,3.81,0.79,0.775,6,8,5,6,0,0,20.98,32.56,50.28,16.57,7.4,45.45,22.44,17.7,17.53,91.98,Finance,Finance-Aware Planner,81.4,Finance-Aware Planner,0.0,Finance & Planning,0.4202,1,380.09
C02641,2026-05-01,2026-06-29,Social,West,Mobile,4,91,52,17,50,25,15,210,46,27,90,48,17,5,6,1763.66,293.94,13,4,1,0.768,65,39,13,6,2,59,4,0.0678,4,1,18,2,0.1111,3.07,4.33,0.681,0.763,11,6,4,6,3,10,10.94,31.63,41.53,3.56,20.0,100.0,18.32,27.89,33.09,28.26,Learning,Learning-Oriented Explorer,80.8,Learning-Oriented Explorer,1.6,Learning & Education,0.4716,1,508.16
C02642,2026-05-01,2026-06-29,E-commerce,South,Mobile,4,55,31,8,12,19,5,106,20,12,46,23,8,1,3,596.62,198.87,13,4,4,0.62,32,32,8,3,1,45,2,0.0444,1,0,10,1,0.1,4.0,6.4,0.302,0.789,5,5,3,6,2,6,24.32,22.11,42.63,90.5,41.68,24.89,31.59,30.7,37.32,18.71,Fashion,Fashion & Lifestyle Explorer,79.3,Fashion & Lifestyle Explorer,2.3,Fashion & Lifestyle,0.4825,1,386.15
C02643,2026-05-01,2026-06-29,E-commerce,South,Mobile,2,99,34,36,59,38,18,228,39,23,99,51,20,5,8,1475.91,184.49,12,4,17,0.876,66,49,12,4,3,67,3,0.0448,6,2,17,1,0.0588,2.17,3.67,0.743,0.88,12,6,3,6,3,9,22.05,33.07,63.44,24.85,11.58,90.73,26.3,16.01,25.04,40.92,Learning,Learning-Oriented Explorer,74.2,Technology-Oriented Adopter,29.4,Technology & Digital Tools,0.3926,0,0.0
C02644,2026-05-01,2026-06-29,Social,East,Mobile,4,157,75,7,101,54,23,340,66,37,137,60,23,3,9,1723.4,191.49,13,3,8,0.86,96,68,18,8,5,26,1,0.0385,4,1,20,2,0.1,2.87,4.17,0.78,0.734,10,6,3,6,1,3,24.1,28.25,41.33,93.02,24.93,33.09,40.76,21.46,34.59,19.27,Fashion,Fashion & Lifestyle Explorer,73.4,Fashion & Lifestyle Explorer,1.6,Fashion & Lifestyle,0.375,1,194.05
C02645,2026-05-01,2026-06-29,E-commerce,North,Mobile,3,15,10,9,6,12,2,40,9,5,13,6,2,0,0,0.0,0.0,6,3,4,0.0,10,8,0,0,0,24,1,0.0417,2,1,2,0,0.0,4.5,5.0,0.345,0.597,3,2,1,3,0,0,20.47,41.74,28.93,68.43,32.85,11.86,33.52,34.15,50.83,31.64,Fashion,Fashion & Lifestyle Explorer,73.7,Home & Lifestyle Optimizer,38.8,Home & Lifestyle,0.3153,1,246.97
C02646,2026-05-01,2026-06-29,E-commerce,West,Mobile,3,14,3,5,3,12,5,25,6,4,10,5,2,1,1,141.87,141.87,9,6,21,0.0,8,2,0,0,1,15,1,0.0667,1,0,1,0,0.0,1.2,1.6,0.0,0.701,19,2,1,5,1,3,91.17,100.0,26.91,39.27,32.45,22.28,12.21,71.29,38.16,22.57,Wellness,Health-Conscious Lifestyle Adopter,76.9,Health-Conscious Lifestyle Adopter,0.3,Fitness & Wellness,0.7097,0,0.0
